,track_name,textual,numerical
4902,sobeautiful,Musiq Soulchild Dance sobeautiful,4.3008
4903,Cold as Stone - Lipless Remix,Kaskade Dance Cold as Stone - Lipless Remix,3.6526
4904,I Cry,Flo Rida Dance I Cry,5.437061789999999
4905,They Don't Know,Jon B. Dance They Don't Know,4.83530335
4906,Free,Why Don't We Dance Free,3.9417000000000004
4907,Only Forever,Demi Lovato Dance Only Forever,4.06530294
4908,I'm Ready,Tevin Campbell Dance I'm Ready,3.7140129
4909,Insomnia,ZAYN Dance Insomnia,4.466600000000001
4910,Big Deal,Kid Ink Dance Big Deal,3.6231299999999997
4911,La Gota Fría,Carlos Vives Dance La Gota Fría,4.4004
4912,Crush on You,Lil' Kim Dance Crush on You,5.373119
4913,Girls Like (feat. Zara Larsson),Tinie Tempah Dance Girls Like (feat. Zara Larsson),4.818211799999999
4914,Hey Angel,One Direction Dance Hey Angel,3.5167000000000006
4915,Smalltown Boy,Bronski Beat Dance Smalltown Boy,5.798780000000001
4916,Temporary Fix,One Direction Dance Temporary Fix,4.290791700000001
4917,Slow Down,Selena Gomez Dance Slow Down,5.8759999999999994
4918,Bonfire,Knife Party Dance Bonfire,4.616267000000001
4919,Unpretty,TLC Dance Unpretty,3.5473797
4920,Get Like,Kehlani Dance Get Like,3.5465
4921,The Champion - Bonus Track,Carrie Underwood Dance The Champion - Bonus Track,5.155500000000001
4922,Something I Need,OneRepublic Dance Something I Need,3.5698000000000003
4923,Ego,Beyoncé Dance Ego,3.3249999999999997
4924,If I Lose Myself,OneRepublic Dance If I Lose Myself,3.2665999999999995
4925,On Purpose,Sabrina Carpenter Dance On Purpose,4.3051
4926,This Feeling - Young Bombs Remix,The Chainsmokers Dance This Feeling - Young Bombs Remix,3.7969
4927,Eyes Without A Face,Billy Idol Dance Eyes Without A Face,3.89576
4928,No Vacancy,OneRepublic Dance No Vacancy,4.1295
4929,Hate,4Minute Dance Hate,5.391401020000001
4930,Easy Love,Sigala Dance Easy Love,4.535100000000001
4931,Every Time I'm Ready to Hug,Ra Ra Riot Dance Every Time I'm Ready to Hug,3.80420623
4932,Remember Me,Jeremih Dance Remember Me,4.2968693
4933,Me & The Rhythm,Selena Gomez Dance Me & The Rhythm,3.691887
4934,You Decide,Usher Dance You Decide,3.7302999999999993
4935,Now Or Never - R3hab Remix,Halsey Dance Now Or Never - R3hab Remix,3.26917157
4936,Just to See You Smile,Why Don't We Dance Just to See You Smile,3.1348
4937,What's Love Got To Do With It,DNCE Dance What's Love Got To Do With It,4.3295
4938,Talk That Talk,Rihanna Dance Talk That Talk,3.5965314
4939,Champagne & Sunshine,PLVTINUM Dance Champagne & Sunshine,3.8718000000000004
4940,Lets Get Married,William Singe Dance Lets Get Married,3.3590000000000004
4941,First Time,Jonas Brothers Dance First Time,3.142084
4942,Moonshine,Bruno Mars Dance Moonshine,3.7992043
4943,Testify,Robin Thicke Dance Testify,4.4339379
4944,Here Comes the Rain Again - Remastered Version,Eurythmics Dance Here Comes the Rain Again - Remastered Version,4.115349
4945,Quiero Saber,Pitbull Dance Quiero Saber,4.4009
4946,Good Thing,Fine Young Cannibals Dance Good Thing,5.3434800000000005
4947,Ooh Yea (feat. Ty Dolla $ign),Fabolous Dance Ooh Yea (feat. Ty Dolla $ign),6.167
4948,You Can Buy Everything,SoMo Dance You Can Buy Everything,4.8617
4949,Understand,Shawn Mendes Dance Understand,3.6999999999999993
4950,Niña Bonita,Chino & Nacho Dance Niña Bonita,4.79
4951,24K Magic - R3hab Remix,Bruno Mars Dance 24K Magic - R3hab Remix,5.263999999999999
4952,Unity,Dimitri Vegas & Like Mike Dance Unity,6.0267
4953,Atmosphere,Bebe Rexha Dance Atmosphere,3.3345000000000002
4954,Mi Ultima Carta,Prince Royce Dance Mi Ultima Carta,4.4156
4955,Say,Ruel Dance Say,3.8775
4956,She's Not Afraid,One Direction Dance She's Not Afraid,4.455080000000001
4957,I Melt With You - Rerecorded,Modern English Dance I Melt With You - Rerecorded,4.47593
4958,One Way Or Another,Blondie Dance One Way Or Another,4.10680744
4959,In Those Jeans,Ginuwine Dance In Those Jeans,3.9299
4960,Lose My Breath,Destiny's Child Dance Lose My Breath,4.31387
4961,Like a Boy,Ciara Dance Like a Boy,5.0427
4962,The Distance (feat. Ty Dolla $ign),Mariah Carey Dance The Distance (feat. Ty Dolla $ign),4.5478
4963,"Holiday (feat. Snoop Dogg, John Legend & Takeoff)","Calvin Harris Dance Holiday (feat. Snoop Dogg, John Legend & Takeoff)",5.345270000000001
4964,Such A Boy,Astrid S Dance Such A Boy,4.89830106
4965,Where Were You In The Morning? - Remix,Shawn Mendes Dance Where Were You In The Morning? - Remix,5.075699999999999
4966,Don't Say Shit (feat. Chris Brown & Fabolous),Trey Songz Dance Don't Say Shit (feat. Chris Brown & Fabolous),3.5974
4967,M.I.A.,Why Don't We Dance M.I.A.,3.9633
4968,Bring It All Back,S Club 7 Dance Bring It All Back,4.9983
4969,Into You (feat. Tamia) - Main Mix,Fabolous Dance Into You (feat. Tamia) - Main Mix,5.346299999999999
4970,Ziggy Stardust - 2012 Remastered Version,David Bowie Dance Ziggy Stardust - 2012 Remastered Version,3.75
4971,Patricia,Florence + The Machine Dance Patricia,4.6794009999999995
4972,For You,James TW Dance For You,4.0233
4973,Ferrari (feat. Afrojack),Cheat Codes Dance Ferrari (feat. Afrojack),4.5417000000000005
4974,Venus,Lady Gaga Dance Venus,5.2975
4975,When You Say Nothing At All,Boyzone Dance When You Say Nothing At All,3.45160217
4976,Cruzin',Snakehips Dance Cruzin',5.0680000000000005
4977,Your Body,Pretty Ricky Dance Your Body,4.7817
4978,Llegaste Tú,Luis Fonsi Dance Llegaste Tú,4.6945
4979,The Power of Love - Radio Edit,Céline Dion Dance The Power of Love - Radio Edit,3.7591250000000005
4980,Just Friends (Sunny),Musiq Soulchild Dance Just Friends (Sunny),4.949
4981,Playboy Style (feat. Charli XCX & Bhad Bhabie),Clean Bandit Dance Playboy Style (feat. Charli XCX & Bhad Bhabie),5.0857361
4982,Ruin My Life - Piano Version,Zara Larsson Dance Ruin My Life - Piano Version,4.478400000000001
4983,Close Your Eyes,Kim Petras Dance Close Your Eyes,4.364310000000001
4984,Somebody Told Me,Charlie Puth Dance Somebody Told Me,4.9492
4985,Just Got Paid (feat. French Montana) - The Him Remix,Sigala Dance Just Got Paid (feat. French Montana) - The Him Remix,5.241
4986,Greenlight,Pitbull Dance Greenlight,5.673000000000001
4987,50-50 (feat. Instupendo),Toro y Moi Dance 50-50 (feat. Instupendo),3.3243899999999997
4988,OK,Robin Schulz Dance OK,5.2148
4989,Bigmouth Strikes Again - 2011 Remaster,The Smiths Dance Bigmouth Strikes Again - 2011 Remaster,5.712400000000001
4990,Ring The Alarm,Nicky Romero Dance Ring The Alarm,4.4268
4991,To Be Human,Sia Dance To Be Human,3.8301164
4992,Otherside (feat. Fences) [Ryan Lewis Remix],Macklemore & Ryan Lewis Dance Otherside (feat. Fences) [Ryan Lewis Remix],4.709300000000001
4993,Fly,Nicki Minaj Dance Fly,3.3075180000000004
4994,Masterpiece,Jessie J Dance Masterpiece,5.2088
4995,Untouched,The Veronicas Dance Untouched,5.265300000000001
4996,All For Love,Madison Beer Dance All For Love,4.2477882
4997,Cars,Gary Numan Dance Cars,3.8315297
4998,Stand Still,ZAYN Dance Stand Still,3.3870999999999998
4999,Higher Higher,Justin Timberlake Dance Higher Higher,4.4787122
5000,In Your Arms,Nico & Vinz Dance In Your Arms,3.9208
5001,"I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix","Brandy Dance I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix",5.4830000000000005
5002,There Goes My Baby,Usher Dance There Goes My Baby,4.0342
5003,U Don't Have to Call,Usher Dance U Don't Have to Call,3.7581357
5004,Made For Now,Janet Jackson Dance Made For Now,4.350084900000001
5005,The One,Backstreet Boys Dance The One,5.1274
5006,Paper Houses,Niall Horan Dance Paper Houses,3.1471051099999996
5007,Delirious (Boneless),Steve Aoki Dance Delirious (Boneless),5.543000000000001
5008,"Survive (feat. Emeli Sandé, Gucci Mane)","Don Diablo Dance Survive (feat. Emeli Sandé, Gucci Mane)",5.75100697
5009,Eyes Wide Open,Sabrina Carpenter Dance Eyes Wide Open,3.01826297
5010,Crown (with Camila Cabello & Grey),Camila Cabello Dance Crown (with Camila Cabello & Grey),4.5733
5011,5 O'Clock,T-Pain Dance 5 O'Clock,5.3
5012,Stand Up,Ludacris Dance Stand Up,4.6450000000000005
5013,Heart Attack,One Direction Dance Heart Attack,3.5598
5014,It's over Now,112 Dance It's over Now,3.4191070100000003
5015,Show You,Shawn Mendes Dance Show You,4.476000000000001
5016,I Want You,Savage Garden Dance I Want You,4.03700164
5017,Crush,Avril Lavigne Dance Crush,4.5373
5018,Barbies,P!nk Dance Barbies,3.70000791
5019,Goodbye Song,MKTO Dance Goodbye Song,3.9796
5020,High Heels.,JoJo Dance High Heels.,4.095155800000001
5021,The Buzz (feat. Mataya & Young Tapz),Hermitude Dance The Buzz (feat. Mataya & Young Tapz),5.157349999999999
5022,Blow,Beyoncé Dance Blow,4.24346
5023,Cowboy Casanova,Carrie Underwood Dance Cowboy Casanova,3.7219999999999995
5024,Something In The Way You Move,Ellie Goulding Dance Something In The Way You Move,4.3601
5025,True Feeling,Galantis Dance True Feeling,3.467837
5026,Undo,Transviolet Dance Undo,3.2888599999999997
5027,When I Grow Up (feat. Wiz Khalifa),Dimitri Vegas & Like Mike Dance When I Grow Up (feat. Wiz Khalifa),4.3547
5028,Shake Senora,Pitbull Dance Shake Senora,4.631
5029,Pretty,Terror Jr Dance Pretty,4.93420146
5030,Hands On Me,Ariana Grande Dance Hands On Me,3.7636999999999996
5031,Get On Your Knees,Nicki Minaj Dance Get On Your Knees,4.270300000000001
5032,Got 'Til It's Gone,Janet Jackson Dance Got 'Til It's Gone,3.8476130000000004
5033,Good Vibes,ALMA Dance Good Vibes,5.437930000000001
5034,Full Moon,Brandy Dance Full Moon,5.025799999999999
5035,Vision of Love,Mariah Carey Dance Vision of Love,3.5382
5036,Uh Huh,B2K Dance Uh Huh,4.185103700000001
5037,Goddess,Avril Lavigne Dance Goddess,3.4520000000000004
5038,Friday Night‬‬‬,Vigiland Dance Friday Night‬‬‬,4.63806628
5039,All My Love,Why Don't We Dance All My Love,4.3878
5040,You Keep Me Hangin On,Kim Wilde Dance You Keep Me Hangin On,4.941024
5041,"Hot Stuff - 12"" Version","Donna Summer Dance Hot Stuff - 12"" Version",4.69543
5042,Maneater,Nelly Furtado Dance Maneater,3.617279
5043,"Try Everything - From ""Zootropolis""","Shakira Dance Try Everything - From ""Zootropolis""",3.5749999999999997
5044,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track","Hermitude Dance The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",4.987608999999999
5045,Check On It - feat. Bun B and Slim Thug,Beyoncé Dance Check On It - feat. Bun B and Slim Thug,4.7448
5046,Boys,Lizzo Dance Boys,4.875152
5047,House Work,Jax Jones Dance House Work,5.794299999999999
5048,Congratulations,MGMT Dance Congratulations,4.137
5049,Just a Dream,Carrie Underwood Dance Just a Dream,3.5332
5050,I'm Yours,Alessia Cara Dance I'm Yours,4.44581
5051,Vote,Miguel Dance Vote,4.2778
5052,Don’t Let Me Go,Cody Simpson Dance Don’t Let Me Go,3.600415
5053,What About Your Friends,TLC Dance What About Your Friends,4.847980000000001
5054,Wherever You Are,5 Seconds of Summer Dance Wherever You Are,3.4809035599999993
5055,Mirrors - Radio Edit,Justin Timberlake Dance Mirrors - Radio Edit,3.8615
5056,I Love You Always Forever,Betty Who Dance I Love You Always Forever,3.7646
5057,Lullaby,Niykee Heaton Dance Lullaby,3.5827
5058,I Don't Wanna,Aaliyah Dance I Don't Wanna,5.334900000000001
5059,Love Don't Cost a Thing,Jennifer Lopez Dance Love Don't Cost a Thing,5.367753540000001
5060,Take You Down,Chris Brown Dance Take You Down,3.9993
5061,Hunter,Galantis Dance Hunter,3.971
5062,Chase The Sun,Hardwell Dance Chase The Sun,4.9971403
5063,Say OK,Vanessa Hudgens Dance Say OK,3.3344399999999994
5064,Flesh without Blood,Grimes Dance Flesh without Blood,4.580131
5065,Vanished,Crystal Castles Dance Vanished,4.9086523
5066,Wait,August Alsina Dance Wait,4.814165760000001
5067,Mom,Meghan Trainor Dance Mom,5.48660959
5068,Love Me & Let Me Go,Ashley Tisdale Dance Love Me & Let Me Go,5.22747
5069,Obsesion (No Es Amor) (feat. Baby Bash) - Featuring Baby Bash,Frankie J Dance Obsesion (No Es Amor) (feat. Baby Bash) - Featuring Baby Bash,3.3099000000000003
5070,Words I Didn't Say,Why Don't We Dance Words I Didn't Say,3.0538
5071,Walkashame,Meghan Trainor Dance Walkashame,3.5633
5072,Happy,Ashanti Dance Happy,4.67800376
5073,Southside,Lloyd Dance Southside,4.4595
5074,Warrior,Avril Lavigne Dance Warrior,4.8864
5075,Men In Black,Will Smith Dance Men In Black,4.925596
5076,Addicted To Love,Robert Palmer Dance Addicted To Love,4.44540391
5077,Disorder - 2007 Remastered Version,Joy Division Dance Disorder - 2007 Remastered Version,5.505330000000001
5078,Inside Out,ItaloBrothers Dance Inside Out,4.8247
5079,Ain't It Funny - Murder Remix,Jennifer Lopez Dance Ain't It Funny - Murder Remix,4.288
5080,"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & the Lox) - Remix","Diddy Dance It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & the Lox) - Remix",4.07860875
5081,Omaha,Toro y Moi Dance Omaha,3.5295
5082,Mona Lisa,Sabrina Carpenter Dance Mona Lisa,4.7821
5083,Came To Do,Chris Brown Dance Came To Do,3.5685999999999996
5084,Things Can Only Get Better,Howard Jones Dance Things Can Only Get Better,4.074617
5085,She's Not Him,Miley Cyrus Dance She's Not Him,2.7140999999999993
5086,Wrist Watch (feat. Tory Lanez),Trey Songz Dance Wrist Watch (feat. Tory Lanez),3.8499000000000008
5087,You Be Love (feat. Billy Raffoul),Avicii Dance You Be Love (feat. Billy Raffoul),4.83011
5088,Werk,CID Dance Werk,4.6153
5089,New Rules - Alison Wonderland Remix,Dua Lipa Dance New Rules - Alison Wonderland Remix,4.10142
5090,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","Calvin Harris Dance Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",5.4818999999999996
5091,Superhuman (feat. Keri Hilson),Chris Brown Dance Superhuman (feat. Keri Hilson),3.4678
5092,Human,Maggie Lindemann Dance Human,3.922115
5093,Good Lovin,Ludacris Dance Good Lovin,4.00100105
5094,Si Me Das Tu Amor,Carlos Vives Dance Si Me Das Tu Amor,4.802299999999999
5095,"Crazy, Classic, Life","Janelle Monáe Dance Crazy, Classic, Life",4.02543
5096,Blue Dream,Jhene Aiko Dance Blue Dream,4.5687999999999995
5097,Cliffs Edge,Hayley Kiyoko Dance Cliffs Edge,3.3758639999999995
5098,Booty,Jennifer Lopez Dance Booty,4.188901
5099,Pound The Alarm,Nicki Minaj Dance Pound The Alarm,3.80030426
5100,Bruises (feat. Ashley Monroe),Train Dance Bruises (feat. Ashley Monroe),3.56300683
5101,One In A Million,Ne-Yo Dance One In A Million,4.29740286
5102,Moves (feat. Snoop Dogg),Olly Murs Dance Moves (feat. Snoop Dogg),6.599
5103,I Believe in Us,LÉON Dance I Believe in Us,4.057
5104,Call Me Sir,Train Dance Call Me Sir,4.4341
5105,Lonely Together - (feat. Rita Ora) Alan Walker Remix,Avicii Dance Lonely Together - (feat. Rita Ora) Alan Walker Remix,4.011500000000001
5106,You're Not Alone (feat. Kiiara),Don Diablo Dance You're Not Alone (feat. Kiiara),5.029870000000001
5107,Million Dollar Bills,Lorde Dance Million Dollar Bills,4.486800000000001
5108,Pray to God,Calvin Harris Dance Pray to God,5.032427599999999
5109,Wrist,Chris Brown Dance Wrist,4.914999999999999
5110,White Noise (R3hab Remix),Ella Vos Dance White Noise (R3hab Remix),3.0059290000000005
5111,Afterlife,XYLØ Dance Afterlife,4.02607
5112,Spark (feat. Jacquees),Trey Songz Dance Spark (feat. Jacquees),5.055199999999999
5113,Giving Me Life,Mariah Carey Dance Giving Me Life,3.5063999999999997
5114,Deja Vu (feat. Jay-Z),Beyoncé Dance Deja Vu (feat. Jay-Z),3.7344122
5115,Breathless,The Corrs Dance Breathless,4.446867999999999
5116,Send It (feat. Rich Homie Quan),Austin Mahone Dance Send It (feat. Rich Homie Quan),4.3665
5117,I'm Alive,Céline Dion Dance I'm Alive,3.70710524
5118,Somebody Special,Nina Nesbitt Dance Somebody Special,5.261400000000001
5119,Something New,Zendaya Dance Something New,4.414300000000001
5120,Damaged,Danity Kane Dance Damaged,5.0912
5121,Dusk Till Dawn - Luca Lush Remix,ZAYN Dance Dusk Till Dawn - Luca Lush Remix,3.7706011
5122,It's All in Vain,Wet Dance It's All in Vain,3.5540684999999996
5123,Anthem (We Love House Music),Don Diablo Dance Anthem (We Love House Music),5.8748000000000005
5124,Run Up,Major Lazer Dance Run Up,4.943102120000001
5125,Open Wide,Calvin Harris Dance Open Wide,4.8161000000000005
5126,Even When The Water's Cold,!!! Dance Even When The Water's Cold,5.272379999999999
5127,"Love in This Club, Pt. II","Usher Dance Love in This Club, Pt. II",3.6412
5128,Who Can It Be Now?,Men At Work Dance Who Can It Be Now?,4.446658000000001
5129,Trap (feat. Maluma),Shakira Dance Trap (feat. Maluma),5.163200000000001
5130,Daddy Lessons,Beyoncé Dance Daddy Lessons,4.4962145
5131,Toxic - The Voice Performance,Melanie Martinez Dance Toxic - The Voice Performance,4.4097
5132,Boomerang,Why Don't We Dance Boomerang,3.9800899999999992
5133,Body Language,Jesse McCartney Dance Body Language,3.9045999999999994
5134,Las Cosas Pequeñas,Prince Royce Dance Las Cosas Pequeñas,4.2238999999999995
5135,If You Leave,Orchestral Manoeuvres In The Dark Dance If You Leave,4.0324
5136,Mad World,Tears For Fears Dance Mad World,4.5577000000000005
5137,Don't Let Go (Love),En Vogue Dance Don't Let Go (Love),5.14870632
5138,O Holy Night,Mariah Carey Dance O Holy Night,3.4287064600000003
5139,Be Somebody (feat. Kiiara),Steve Aoki Dance Be Somebody (feat. Kiiara),3.8467718800000004
5140,Scripted,ZAYN Dance Scripted,4.774730000000001
5141,Hold Me Now,Thompson Twins Dance Hold Me Now,4.4252107
5142,You Wish You Knew,ZAYN Dance You Wish You Knew,5.256874000000001
5143,Made In The USA,Demi Lovato Dance Made In The USA,3.847275
5144,When You're Mad,Ne-Yo Dance When You're Mad,3.5809999999999995
5145,Back to Life - 80s Remix,Hailee Steinfeld Dance Back to Life - 80s Remix,3.5120184
5146,La Isla Bonita,Madonna Dance La Isla Bonita,5.85530133
5147,Walking in the Wind,One Direction Dance Walking in the Wind,3.3613
5148,Start It Over (feat. CVBZ & Shy Martin),NOTD Dance Start It Over (feat. CVBZ & Shy Martin),4.2474
5149,Back from the Edge,James Arthur Dance Back from the Edge,4.3979
5150,Emoji,Galantis Dance Emoji,3.651608779999999
5151,Old Bone - Jim-E Stack Remix,Wet Dance Old Bone - Jim-E Stack Remix,3.9684
5152,Have You Ever,Brandy Dance Have You Ever,4.2337
5153,Faded,Conor Maynard Dance Faded,3.4576000000000007
5154,No Goodbyes,Dua Lipa Dance No Goodbyes,3.63045
5155,Make This Song Cry,K. Michelle Dance Make This Song Cry,4.4616
5156,Lindo Pero Bruto,Thalía Dance Lindo Pero Bruto,6.131
5157,Uncover,Zara Larsson Dance Uncover,3.8789999999999996
5158,Walk Like an Egyptian,The Bangles Dance Walk Like an Egyptian,4.4819866
5159,Home,One Direction Dance Home,3.4765
5160,La Calle De Las Sirenas,Kabah Dance La Calle De Las Sirenas,4.3623899999999995
5161,Never Enough,Kelly Clarkson Dance Never Enough,3.0442
5162,Fences,Vicetone Dance Fences,5.621699999999999
5163,Velvet Rope,Rita Ora Dance Velvet Rope,4.0135
5164,I'm a Mess - Acoustic,Bebe Rexha Dance I'm a Mess - Acoustic,4.47600361
5165,Keep Me Up,Charlotte Lawrence Dance Keep Me Up,5.3365
5166,Fotografía,Juanes Dance Fotografía,4.310300000000001
5167,Particula,Major Lazer Dance Particula,3.4903218999999996
5168,Yernin,Sevyn Streeter Dance Yernin,4.6976
5169,Broken Home,5 Seconds of Summer Dance Broken Home,4.548399999999999
5170,Chasing Highs,ALMA Dance Chasing Highs,5.763215500000001
5171,Body on Me,Rita Ora Dance Body on Me,4.9322
5172,That Girl,Olly Murs Dance That Girl,5.5591
5173,Before I Let You Go,Blackstreet Dance Before I Let You Go,4.6574
5174,Nobody Compares,One Direction Dance Nobody Compares,4.03799
5175,DADDY,PSY Dance DADDY,5.564800000000001
5176,Lifestyle,NEIKED Dance Lifestyle,3.5577
5177,All That,ZAYN Dance All That,3.3183489999999995
5178,Cyclone (feat. T-Pain) - Main,Baby Bash Dance Cyclone (feat. T-Pain) - Main,3.4562999999999997
5179,Beach House - Ashworth Remix,The Chainsmokers Dance Beach House - Ashworth Remix,3.5867039599999995
5180,Dose,Ciara Dance Dose,5.327925
5181,The Lost Boy (feat. Skizzy Mars),Lostboycrow Dance The Lost Boy (feat. Skizzy Mars),3.8911999999999995
5182,Beneath The Streetlights And The Moon,JP Cooper Dance Beneath The Streetlights And The Moon,2.7724
5183,Lay Yo Head,Trey Songz Dance Lay Yo Head,3.6517
5184,Through the Dark,One Direction Dance Through the Dark,3.6037
5185,We Takin' Over,DJ Khaled Dance We Takin' Over,5.545100000000001
5186,lovers’ carvings,Bibio Dance lovers’ carvings,5.2356
5187,Manic Monday,The Bangles Dance Manic Monday,4.15690369
5188,Cana (feat. 24hrs),Kid Ink Dance Cana (feat. 24hrs),5.0177
5189,Version Of Me,Sasha Sloan Dance Version Of Me,3.3465
5190,Yoga,Janelle Monáe Dance Yoga,4.423784100000001
5191,If It Ain't Love,Jason Derulo Dance If It Ain't Love,5.636699999999999
5192,Bailar,Deorro Dance Bailar,4.25480648
5193,"Ciega, Sordomuda","Shakira Dance Ciega, Sordomuda",4.70130251
5194,Ruin The Friendship,Demi Lovato Dance Ruin The Friendship,4.5850501
5195,Juicy Booty,Chris Brown Dance Juicy Booty,4.678399999999999
5196,Talking In Your Sleep,The Romantics Dance Talking In Your Sleep,5.670545000000001
5197,Watch Out For This (Bumaye),Major Lazer Dance Watch Out For This (Bumaye),5.35490653
5198,Bigger Wow,Avril Lavigne Dance Bigger Wow,4.0855999999999995
5199,Damaged Goods,Gang Of Four Dance Damaged Goods,4.4345
5200,Rock DJ,Robbie Williams Dance Rock DJ,3.9656999999999996
5201,The Rhythm of the Night,Corona Dance The Rhythm of the Night,6.126831999999999
5202,TREAT MYSELF,Meghan Trainor Dance TREAT MYSELF,4.3231399999999995
5203,Can't Leave 'Em Alone,Ciara Dance Can't Leave 'Em Alone,4.7726
5204,BoRdErSz,ZAYN Dance BoRdErSz,3.3402999999999996
5205,Exits,Foals Dance Exits,5.948569999999999
5206,Turn It Off,Why Don't We Dance Turn It Off,3.3184
5207,All Into Nothing,R3HAB Dance All Into Nothing,3.7002
5208,So Emotional,Whitney Houston Dance So Emotional,5.354651700000001
5209,Money and the Power,Kid Ink Dance Money and the Power,3.7330769
5210,Borderline - Vanic Remix,Tove Styrke Dance Borderline - Vanic Remix,4.9043552
5211,I Love You,Axwell /\ Ingrosso Dance I Love You,4.577999999999999
5212,Way Down,MØ Dance Way Down,4.944059
5213,Sway,Tove Styrke Dance Sway,4.210223
5214,Colors pt. II,Halsey Dance Colors pt. II,3.6655999999999995
5215,Fine Mess,Interpol Dance Fine Mess,4.75058
5216,Get It Shawty - Main,Lloyd Dance Get It Shawty - Main,5.4548
5217,Rio - 2009 Remastered Version,Duran Duran Dance Rio - 2009 Remastered Version,4.0565182
5218,Sadness,Noah Cyrus Dance Sadness,4.1073
5219,Give It Up,Victorious Cast Dance Give It Up,5.45550649
5220,Scared of Love (feat. RAY BLK & Stefflon Don),Rudimental Dance Scared of Love (feat. RAY BLK & Stefflon Don),4.182501869999999
5221,Living Years,Mike & The Mechanics Dance Living Years,3.1927000000000003
5222,Let It Be,Hayley Kiyoko Dance Let It Be,3.74460413
5223,Just A Fool,Christina Aguilera Dance Just A Fool,3.5579
5224,Back To Sleep REMIX,Chris Brown Dance Back To Sleep REMIX,5.335999999999999
5225,Dance Off (feat. Idris Elba & Anderson .Paak),Macklemore & Ryan Lewis Dance Dance Off (feat. Idris Elba & Anderson .Paak),3.882527
5226,Waste It On Me - Slushii Remix,Steve Aoki Dance Waste It On Me - Slushii Remix,4.0029
5227,Zero,Chris Brown Dance Zero,5.1038
5228,No Mediocre,T.I. Dance No Mediocre,3.044
5229,Show Me,Bruno Mars Dance Show Me,3.5496
5230,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths Dance Heaven Knows I'm Miserable Now - 2011 Remaster,4.0256
5231,Wildflowers - Recorded at Spotify Studios NYC,Miley Cyrus Dance Wildflowers - Recorded at Spotify Studios NYC,3.6304
5232,All Around The World,Justin Bieber Dance All Around The World,5.51200242
5233,Wild Thoughts - Medasin Dance Remix,DJ Khaled Dance Wild Thoughts - Medasin Dance Remix,4.0477
5234,All I Have,Jennifer Lopez Dance All I Have,3.706
5235,I'm Stuck,Noah Cyrus Dance I'm Stuck,3.7721400000000003
5236,"Kitty Girl (feat. The Cast of Rupaul's Drag Race All Stars, Season 3)","RuPaul Dance Kitty Girl (feat. The Cast of Rupaul's Drag Race All Stars, Season 3)",4.33908
5237,Self Control,Laura Branigan Dance Self Control,5.51206
5238,Promise,Ciara Dance Promise,3.7834038
5239,April Gloom,Jack & Jack Dance April Gloom,4.723
5240,Oops,Little Mix Dance Oops,5.835300000000001
5241,Shots & Squats,Vigiland Dance Shots & Squats,4.358162999999999
5242,Numb - Bonus Track,August Alsina Dance Numb - Bonus Track,4.1698
5243,dRuNk,ZAYN Dance dRuNk,3.8000099
5244,El Amor Que Perdimos,Prince Royce Dance El Amor Que Perdimos,4.2325144
5245,What Went Down,Foals Dance What Went Down,4.373749999999999
5246,Take Back the Night,Justin Timberlake Dance Take Back the Night,3.895043
5247,Hola (feat. Maluma),Flo Rida Dance Hola (feat. Maluma),4.155630400000001
5248,Neon Sky,Feenixpawl Dance Neon Sky,4.16960147
5249,I Wanna Go,Britney Spears Dance I Wanna Go,4.187193799999999
5250,I Bet,Ciara Dance I Bet,3.5478000000000005
5251,I Gotta Be,Jagged Edge Dance I Gotta Be,3.7836000000000003
5252,Love Me Insane,Avril Lavigne Dance Love Me Insane,4.091
5253,Sober II (Melodrama),Lorde Dance Sober II (Melodrama),3.44740479
5254,Jealous,Beyoncé Dance Jealous,3.217339999999999
5255,Who's Gonna (NOBODY),Chris Brown Dance Who's Gonna (NOBODY),4.175000000000001
5256,Neighborhood #1 (Tunnels),Arcade Fire Dance Neighborhood #1 (Tunnels),3.2933
5257,Ain't No Other Man,Christina Aguilera Dance Ain't No Other Man,4.18731
5258,Greyhound,Swedish House Mafia Dance Greyhound,5.30376
5259,For Now,P!nk Dance For Now,3.7981
5260,Baby Boy (feat. Beyoncé ),Sean Paul Dance Baby Boy (feat. Beyoncé ),3.9667024599999996
5261,Told You So,Miguel Dance Told You So,3.8095000000000003
5262,"The Island, Pt. 1 (Dawn) - Skrillex Remix","Pendulum Dance The Island, Pt. 1 (Dawn) - Skrillex Remix",4.861420000000001
5263,Brass in Pocket - 2006 Remaster,Pretenders Dance Brass in Pocket - 2006 Remaster,4.379930000000001
5264,If I Had You,Adam Lambert Dance If I Had You,5.377300000000001
5265,Perfect,Why Don't We Dance Perfect,5.84
5266,데리러 가 Good Evening,SHINee Dance 데리러 가 Good Evening,4.0431
